"eprintid","rev_number","eprint_status","userid","importid","source","dir","datestamp","lastmod","status_changed","type","succeeds","commentary","metadata_visibility","contact_email","latitude","longitude","relation_type","relation_uri","item_issues_id","item_issues_type","item_issues_description","item_issues_timestamp","item_issues_status","item_issues_reported_by","item_issues_resolved_by","item_issues_comment","item_issues_count","sword_depositor","sword_slug","creators_name.family","creators_name.given","creators_name.lineage","creators_name.honourific","creators_nim","creators_id","contributors_name.family","contributors_name.given","contributors_name.lineage","contributors_name.honourific","corp_creators","title","ispublished","subjects","divisions","full_text_status","monograph_type","pres_type","keywords","note","abstract","date","date_type","series","publication","volume","number","publisher","place_of_pub","pagerange","pages","event_title","event_location","event_dates","event_type","id_number","patent_applicant","institution","department","thesis_type","thesis_name","refereed","isbn","issn","book_title","editors_name.family","editors_name.given","editors_name.lineage","editors_name.honourific","editors_id","official_url","related_url_url","related_url_type","referencetext","funders","projects","output_media","num_pieces","composition_type","data_type","pedagogic_type","completion_time","task_purpose","skill_areas","copyright_holders","learning_level","gscholar_impact","gscholar_cluster","gscholar_datestamp"
"21142","26","archive","12",,,"disk0/00/02/11/42","2023-09-06 04:25:58","2024-01-25 01:41:31","2023-09-06 04:25:58","thesis",,,"show",,,,"","","","","","","","","","",,,,"Triadi","Maulana Ahmad Aji","","","19.11.3119","","Wulandari","Irma Rofni","","","Universitas AMIKOM Yogyakarta","PENERAPAN PERSONAL EXTREME PROGRAMMING PADA RANCANG BANGUN APLIKASI SISTEM INFORMASI PENJUALAN KEDAI KOPI LEPAS RINDU MENGGUNAKAN LARAVEL","pub","000.000.003","if","restricted",,,"Sistem Informasi, Personal Extreme Programming, Kedai Kopi, Laravel, Website",,"Di era teknologi saat ini sudah sangat berkembang dengan berbagai macam
teknologi yang telah diciptakan untuk mempermudah dalam aktivitas maupun
dalam sebuah pekerjaan. Kedai Kopi Lepas Rindu merupakan sebuah kedai kopi
yang berfokus untuk menjual berbagai jenis olahan kopi dan non-kopi, Dalam
pengelolaan penjualan Kedai Kopi Lepas Rindu masih menggunakan cara manual
yang dimana memiliki beberapa masalah dalam proses memasukkan data serta juga
keterlambatan membuat laporan. Maka dari itu dibutuhkan sebuah sistem penjualan
yang di mana diharapkan dapat mempermudah dan meningkatkan kinerja pegawai
di Kedai Kopi Lepas Rindu. Dalam penelitian ini, Metode yang dipilih dalam
pengembangan sistem penjualan menggunakan Personal Extreme Programming
salah satu kerangka kerja Agile. Metode Personal Extreme Programming sangat
cocok digunakan pada pengembang tunggal dan kondisi kebutuhan klien yang
belum jelas berpotensi memunculkan banyak perubahan kebutuhan selama proses
pengembangan. Pada metode Personal Extreme Programming mengedepankan
komunikasi secara langsung dengan klien. Untuk melakukan penelitian ini aplikasi
yang digunakan adalah Visual Studio Code, Database MySQL dan Framework
Laravel. Penulis memilih Framework Laravel untuk membangun aplikasi ini
dikarenakan Laravel memiliki library yang sangat banyak sehingga dapat
mempercepat proses pembuatan sebuah aplikasi. Pada pengembangan sistem
informasi ini berhasil dilakukan untuk memenuhi kebutuhan klien. Hasil penelitian
didasarkan pada sistem yang sudah berjalan sesuai requirements. Dan pada
perbandingan antara waktu estimasi dan waktu sebenarnya, tingkat efisiensi
mencapai 90.91%. Namun, terdapat kendala yang tidak diantisipasi pada iterasi
ketiga yang menyebabkan perbedaan antara estimasi dan waktu sebenarnya.","2023-07-04","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"21142",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23355","27","archive","12",,,"disk0/00/02/33/55","2024-01-08 03:00:35","2024-01-08 03:00:35","2024-01-08 03:00:35","thesis",,,"show",,,,"","","","","","","","","","",,,,"Triatha","Muhammad Reihan","","","19.11.2816","","Nurani","Dwi","","","Universitas AMIKOM Yogyakarta","IMPLEMENTASI E-SERTIFIKAT PADA PT. MULTIKRIDA
JAYA UTAMA MENGGUNAKAN FRAMEWORK
CODEIGNITER BERBASIS WEB","pub","000.000.005","if","restricted",,,"E-Sertifikat, Sistem, Efisiensi, Codeigniter, Website.",,"Masalah dalam penelitian ini adalah kurangnya efisiensi dalam pengelolaan
sertifikat di PT. Multikrida Jaya Utama. Proses yang digunakan sebelumnya sangat
memakan waktu dan sumber daya yang berharga, sementara biaya cetak sertifikat
fisik juga menjadi beban yang signifikan.  
Langkah penyelesaiannya adalah dengan mengimplementasikan sistem esertifikat

berbasis web menggunakan framework CodeIgniter. Sistem ini
memungkinkan pengguna untuk mengakses sertifikat secara online melalui
antarmuka yang mudah digunakan. Selain itu, sertifikat dapat diunggah, dikelola,
dan dicetak dengan cepat, mengurangi keterlambatan dalam proses pengelolaan
sertifikat.  
Hasil penelitian ini menunjukkan bahwa implementasi e-sertifikat telah
memberikan manfaat yang signifikan bagi PT. Multikrida Jaya Utama. Efisiensi
dalam pengelolaan sertifikat meningkat, dan biaya pencetakan sertifikat fisik dapat
diminimalkan. Pelatihan diperlukan untuk memastikan pengguna memanfaatkan
sistem ini secara optimal. Hasil ini memberikan landasan bagi pengembangan
sistem serupa di masa depan dan menunjukkan pentingnya teknologi dalam
meningkatkan 
manajemen 
sertifikat 
dalam 
era 
digital.","2023-10-19","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22365","25","archive","12",,,"disk0/00/02/23/65","2023-11-01 02:51:59","2023-11-01 02:51:59","2023-11-01 02:51:59","thesis",,,"show",,,,"","","","","","","","","","",,,,"Trisna","Muhammad Alviqi","","","17.11.1673","","Bernadhed","Bernadhed","","","Universitas AMIKOM Yogyakarta","PEMBUATAN ANIMASI 2D GUNA EDUKASI TERKAIT COVID-19","pub","000.000.006","if","restricted",,,"Iklan Layanan Masyarakat, Motion Graphic, Komunikasi Publik",,"Pandemi COVID-19 telah menyebabkan perubahan signifikan dalam cara
kita berinteraksi dan beradaptasi dengan lingkungan sekitar. Dalam mengatasi
tantangan ini, komunikasi yang efektif menjadi kunci untuk mengedukasi
masyarakat mengenai langkah-langkah pencegahan dan protokol kesehatan. Skripsi
ini menganalisis pendekatan perancangan dan implementasi iklan layanan
masyarakat yang menggunakan teknik motion grafis untuk edukasi terkait COVID19,
dengan pendekatan Analisis Semiotika Peirce. Melalui pemanfaatan teknik
Motion Graphic, iklan ini bertujuan untuk memberikan edukasi yang menarik dan
mudah dipahami kepada masyarakat, khususnya generasi yang lebih muda yang
lebih responsif terhadap media digital. Penggunaan elemen visual dinamis seperti
animasi, warna, dan efek visual dapat memperkuat pesan yang ingin disampaikan.
Selain itu, pendekatan Semiotika Peirce diterapkan untuk menganalisis bagaimana
tanda-tanda dalam iklan berinteraksi dan membangun makna, dengan fokus pada
tiga elemen: tanda, objek, dan indeks. Dalam konteks ini, iklan bertujuan untuk
mengedukasi masyarakat tentang COVID-19, termasuk penularan, gejala, dan
langkah-langkah pencegahan seperti mencuci tangan, menggunakan masker, dan
menjaga jarak sosial. Penggunaan metode Semiotika Peirce membantu memahami
bagaimana elemen-elemen tanda dalam iklan menciptakan makna dan bagaimana
audiens merespons pesan tersebut. Hasil dari penelitian ini menggambarkan
pentingnya pendekatan perancangan yang inovatif dan metode analisis yang
mendalam dalam mengembangkan iklan layanan masyarakat yang efektif.
Kombinasi teknik motion grafis dan semiotika Peirce mampu menciptakan iklan
yang lebih menarik, efektif dalam menyampaikan pesan edukasi, dan mendorong
tindakan yang diinginkan dari audiens. Skripsi ini memberikan wawasan tentang
bagaimana seni visual dan teori analisis semiotika dapat saling berinteraksi dalam
konteks komunikasi publik, khususnya dalam situasi krisis seperti pandemi
COVID-19.","2023-08-15","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19940","31","archive","12",,,"disk0/00/01/99/40","2023-06-17 04:23:19","2023-06-23 02:45:22","2023-06-17 04:23:19","thesis",,,"show",,,,"","","","","","","","","","",,,,"Triyanto","Agus","","","17.11.0955","","Seniwati","Erni","","","Universitas AMIKOM Yogyakarta","SISTEM KLASIFIKASI FAKTOR RESIKO DIABETES MELLITUS
MENGGUNAKAN METODE DECISION TREE C4.5","pub","000.000.003","if","restricted",,,"Data Mining, Klasifikasi, Decision Tree, Diabetes Mellitus",,"Diabetes Mellitus (DM) merupakan suatu penyakit kronis yang dapat 
menyebabkan penderitanya kehilangan kemampuan dalam mengelola kadar gula
darah didalam tubuh dan dapat mempengaruhi kualitas dan harapan hidup. Secara
umum terdapat 2 tipe Diabetes Mellitus yakni Diabetes Mellitus tipe I dan Diabetes
Mellitus tipe II. Pemeriksaan dini terhadap DM diharapkan dapat mengurangi dan
mencegah kenaikan DM yang akan terjadi. Karena dengan adanya pemeriksaan
secara dini terhadap resiko DM tersebut, diharapkan dapat meningkatkan kesadaran
masyarakat dalam mengubah pola hidup mereka agar memperkecil kemungkinan
terkena resiko DM.
 
Penelitian ini menerapkan teknik Data Mining klasifikasi dengan 
mengunakan metode Decision Tree C4.5, yang merupakan salah satu metode yang
dapat digunakan untuk melakukan klasifikasi faktor resiko Diabetes Mellitus
dengan menghasilkan rule dalam bentuk pohon keputusan untuk menentukan kelas
Diabetes pada klasifikasi faktor resiko Diabetes yaitu kelas Diabetes dan Non
Diabetes. Atribut yang digunakan terdiri dari 10 atribut yakni Riwayat Darah
Tinggi, Riwayat Kolestrol Tinggi, Index Massa Tubuh (IMT), Riwayat Merokok,
Riwayat Stroke, Riwayat Jantung Koroner, Aktifitas Fisik, Riwayat Peminum
Alkohol Berat, Jenis Kelamin dan Rentang Usia.
 
Pengujian sistem ini dilakukan 5 kali pengujian. Dari hasil pengujian 
didapatkan akurasi tertinggi algoritma Decision Tree C4.5 mendapatkan akurasi
terbaik pada pengujian pertama dengan akurasi mencapai 96,33%. Total jumlah
data yang digunakan pada pengujian pertama yaitu 300 record data dengan
pembagian 70% sebagai data latih dan 30% sebagai data uji. Algoritma Decision
Tree C4.5 dapat memprediksi resiko Diabetes Mellitus berdasarkan faktor – faktor
resiko pengguna. Hasil prediksi yang diperoleh yaitu kelas Diabetes dan kelas Non
Diabetes. Dari data latih yang digunakan, pasien yang mempunyai riwayat stroke
lebih rentan terkena faktor resiko Diabetes Mellitus dengan persentase 89.36%.
Dari data latih yang digunakan, pasien yang tidak mempunyai riwayat stroke
memiliki kemungkinan 56.1% tidak memiliki resiko Diabetes Mellitus.","2023-03-21","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22094","26","archive","12",,,"disk0/00/02/20/94","2023-10-27 04:12:08","2023-10-27 04:12:08","2023-10-27 04:12:08","thesis",,,"show",,,,"","","","","","","","","","",,,,"Triyanto","Nendi","","","19.11.2937","","Al Fatta","Hanif","","","Universitas AMIKOM Yogyakarta","PERANCANGAN DAN PEMBUATAN ANIMASI 2D “DAMPAK NEGATIF MEROKOK SAAT BERKENDARA” MENGGUNAKAN TEKNIK MOTION GRAPHIC","pub","696","if","restricted",,,"Penulis, Animasi 2d, Merokok, Pengendara",,"Perancangan dan pembuatan animasi ini di latar belakangi oleh banyaknya
perokok saat berkendara, hal negatif ini di anggap biasa saja pada kalangan
pengendara umumnya. Disini penulis ingin memberikan sedikit informasi dampak
negatif saat berkendara terhadap para pengendara melalui animasi 2d yang akan di
buat. Penulis menggunakan animasi 2d dalam penyampaian informasi ini agar
lebih mudah di pahami. 
Tujuan perancangan dan pembuatan animasi 2d ini untuk membantu
menyadarkan para pengendara yang masih menganggap kebiasaan buruk tersebut
menjadi hal yang lumrah di masyarakat. Penggunaan Teknik motion graphic ini
digunakan untuk menggabungkan potongan-potongan media visual berbasis
waktu guna mencapai film animasi 2d. 
Hasil yang diperoleh dari perancangan dan pembuatan animasi 2d ini adalah
animasi yang menggunakan motion graphic dengan tema “dampak negative
merokok saat berkendara” untuk penyampaian informasi kepada masyarakat.
Penulis mengembangkan animasi ini menggunakan perangkat lunak adobe
photoshop, adobe after effect, corel draw. Penulis berharap animasi 2d ini dapat di
terima dengan baik di masyarat.","2023-08-04","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22193","24","archive","12",,,"disk0/00/02/21/93","2023-10-30 04:43:13","2023-10-30 04:43:52","2023-10-30 04:43:13","thesis",,,"show",,,,"","","","","","","","","","",,,,"Tunggali","Muhamad Indro","","","19.11.2909","","Pambudi","Agung","","","Universitas AMIKOM Yogyakarta","IMPLEMENTASI LOAD BALANCING DAN PROXY SERVER DENGAN NOTIF INFORMASI KE TELEGRAM","pub","000.000.000A","if","restricted",,,"Load Balancing, PCC, Mikrotik RouterOS, BotTelegram, Proxy Server",,,"2023-06-23","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"22193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20206","25","archive","12",,,"disk0/00/02/02/06","2023-07-08 03:55:07","2023-07-08 03:55:07","2023-07-08 03:55:07","thesis",,,"show",,,,"","","","","","","","","","",,,,"Turalely","Geraldo","","","17.11.1161","","Maulina","Dina","","","Universitas AMIKOM Yogyakarta","SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN CALON KARYAWAN DENGAN METODE SIMPLE ADDITIVE WEIGHTING (SAW) PADA CV. GEVENIA","pub","000.000.003","if","restricted",,,"SPK, Aplikasi DSS, Metode SAW, Website, DSS",,"Mencari sumber daya manusia dalam suatu perusahaan menjadi tantangan
tersendiri di era teknologi seperti saat ini, seperti kurang nya calon karyawan yang
memahami teknologi dan hambatan dalam berbagai hal serta faktor-faktor dalam
suatu perusahaan serta pemilihan calon karyawan sesuai penempatan menjadikan
tantangan tersendiri. 
Berasal dari permasalah itu, maka tujuan berasal dari penelitian ini adalah
pembuatan platform yang menerapkan metode Platform Pendukung Peraturan
Pemilihan Calon Karyawan Bersama dengan Metode Sederhana Additive
Weighting (Saw), dimana platform itu akan menghasilkan perangkingan calon
karyawan yang disesuaikan bersama dengan kriteria dan bobot corporate itu agar
akan menghasilkan perangkingan sebagai rekomendasi calon karyawan lewat
perhitungan bobot kriteria berasal dari tiap tiap alternatif. 
Pembuatan SPK yang dilakukan dengan cara mengambil contoh data calon
karyawan pada CV. Gevenia, wawancara pembimbing lapangan, dan studi
literatur yang medukung teori penyelesaian masalah. Metode perancangan yang
digunakan yaitu flowchart, DFD (Data Flow Diagram), dan ERD (Entity
Relationship Diagram). Metode analisis menggunakan metode analisis PIECES
(Perfomance, Information, Economy, Control, Efficiency, dan Service). serta
software yang digunakan meliputi Sublime Text 3, XAMPP dan MySQL.","2023-03-17","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"20206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23335","24","archive","12",,,"disk0/00/02/33/35","2024-01-08 01:53:27","2024-01-08 01:53:27","2024-01-08 01:53:27","thesis",,,"show",,,,"","","","","","","","","","",,,,"Ulhaq","Muhammad Riza","","","18.11.2519","","Verawati","Ike","","","Universitas AMIKOM Yogyakarta","REDIKSI HARGA EMAS BERBASIS WEBSITE
MENGGUNAKAN METODE REGRESI LINEAR BERGANDA","pub","000.000.005","if","restricted",,,"Harga Emas, Prediksi Harga Emas, Regresi Linear Berganda",,"Emas merupakan logam mulia yang sering dijadikan sebagai standar
keuangan berbagai negara. Harga emas yang cenderung stabil dan naik sehingga
masyarakat sering memilih emas untuk berinvestasi. Harga emas dipengaruhi
berbagai faktor seperti inflasi, kurs dollar, suku bunga dan lain sebagainya. Harga
emas yang berubah setiap hari sehingga diperlukan sistem untuk memprediksi
harga emas. Metode regresi linear berganda digunakan untuk memprediksi harga
emas. Metode ini memperhitungkan beberapa variabel independen atau faktorfaktor

yang mempengaruhi harga emas seperti inflasi, kurs dollar, suku bunga
sehingga dapat memberikan hasil prediksi yang lebih akurat. Data yang digunakan
adalah data harian dalam rentang waktu 1 Januari 2021 – 31 Desember 2022. Data
harga emas bersumber dari www.logammulia.com, sedangkan data inflasi, data
kurs dollar dan data suku bunga bersumber dari www.bi.go.id. Data dibagi 80%
untuk data training dan 20% untuk data test. Data training digunakan untuk
membuat model persamaan regresi linear dan data test digunakan untuk menguji
model persamaan regresi linear. Model persamaan regresi linear yang didapat
mempunyai 
nilai MSE 591660409.0548072 dan 
nilai MAPE 
0.020201952189213123. Model persamaan regresi linear yang telah didapatkan
kemudia diimplementasikan ke dalam aplikasi prediksi harga emas berbasis
website.","2023-11-21","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"26347","37","archive","12",,,"disk0/00/02/63/47","2024-07-19 01:50:27","2024-07-19 01:50:27","2024-07-19 01:50:27","thesis",,,"show",,,,"","","","","","","","","","",,,,"Utama","Fahad Rizal","","","16.11.0879","","Sismoro","Heri","","","Universitas AMIKOM Yogyakarta","SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN KARYAWAN TELADAN DENGAN METODE SIMPLE MULTI ATTRIBUTE RATING TECHNIQUE DI MUSEUM BENTENG VREDEBURG","pub","000.000.003","if","restricted",,,"Pegawai Teladan, Personel, Sistem Pendukung Keputusan, SMART",,"Penghargaan dalam bentuk karyawan teladan merupakan suatu pemberian 
istimewa kepada pegawai Museum Benteng Vredeburg Yogyakarta. Pemilihan
pegawai teladan selama ini menerapkan sistem manual dengan cara mencatat dan
menjumlahkan nilai setiap individu untuk semua kriteria. Proses pemilihan
karyawan teladan yang berasal dari Museum Benteng Vredeburg Yogyakarta oleh
Pimpinan dirasakan sulit dan terkadang salah dalam perhitungan. Seleksi dilakukan
dalam 2 tahapan, yaitu persyaratan administrasi, dan persyaratan perhitungan.
Persyaratan administrasi meliputi karyawan yang telah bekerja selama lebih dari
satu tahun, Sedangkan persyaratan perhitungan keahlian, kedisiplinan, semangat
kerja dan kerja tim. Penelitian ini menggunakan metode SMART dengan tahapan
yakni setiap kriteria diranking berdasarkan tingkat kepentingan. Selanjutnya
diberikan bobot sehingga dapat dihitung nilai normalisasi. Untuk melakukan
penilaian terhadap alternatif dihitung single attribute utilities sehingga output yang
dihasilkan adalah suatu sistem pendukung keputusan berupa ranking dengan urutan
nilai terbesar. Sistem telah dilakukan dengan pengujian, yakni menggunakan user
acceptance test dengan kesimpulan bahwa sistem ini mampu memberikan hasil
yang optimal dan layak digunakan untuk pemilihan karyawan teladan di Museum
Benteng Vredeburg Yogyakarta.","2023-07-24","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"26347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"000.000.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20185","35","archive","12",,,"disk0/00/02/01/85","2023-07-08 02:46:51","2023-07-12 07:15:36","2023-07-08 02:46:51","thesis",,,"show",,,,"","","","","","","","","","",,,,"Utomo","Al’Fikri","","","19.11.2830","","Filza","Muhammad Fairul","","","Universitas AMIKOM Yogyakarta","PERANCANGAN GAME “LEGEND OF DATUAK” PENGENALAN TOKOH SEJARAH MINANGKABAU BERBASIS ANDROID","pub","000.000.000A","if","restricted",,,"Game, Android, Datuak Parpatiah Nan Sabatang, Unity",,"Tujuan yang hendak dicapai dalam Tugas Akhir ini adalah untuk
merancang dan membuat sebuah game bertema cerita rakyat yang dapat
dijalankan di Smartphone berbasis Android. Hal ini di latarbelakangi oleh
kurangnya Pengetahuan anak zaman sekarang dalam mengenal cerita rakyat.
Dengan menggunakan Game sebagai media dalam melestarikan cerita rakyat
Indonesia yang mulai dilupakan, penulis akan membuat cerita rakyat menjadi
lebih mengasikkan dan juga seru.  
Metode Pengembangan dalam pembuatan game bertema cerita rakyat ini
dibangun dengan menggunakan metode Pengembangan sistem Game
Development Life Cycle (GDLC) oleh Luther Sutopo dengan enam tahapan yaitu
: konsep, perancangan, pengumpulan bahan, pembuatan, pengujian, dan distribusi.
Hasil dari pengembangan metode GDLC ini adalah sebuah Game Platforms yang
bertema Cerita rakyat Datuak Parpatiah Nan Sabatang yang berjudul “Legend Of
Datuak” yang dapat dijalankan di Smartphone. Dalam pembuatannya penulis
menggunakan Software utama yaitu Unity.  
Dengan dibuatnya game ini, penulis berharap dapat melestarikan cerita
rakyat Indonesia yang sudah mulai ditinggalkan oleh anak zaman sekarang.","2023-03-30","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"20185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23497","24","archive","12",,,"disk0/00/02/34/97","2024-01-09 07:46:02","2024-01-09 07:46:02","2024-01-09 07:46:02","thesis",,,"show",,,,"","","","","","","","","","",,,,"Utomo","Margi","","","17.11.1600","","Subektiningsih","Subektiningsih","","","Universitas AMIKOM Yogyakarta","ANALISIS PERANCANGAN MOTION GRAPHIC SEBAGAIMEDIA PEMBELAJARAN PENGENALAN TENTANG TATASURYA","pub","696","if","restricted",,,"Pendidikan, Motion Graphic, Tata Surya, MDLC, Siswa.",,"Pada dunia Pendidikan, motion graphic memiliki manfaat untuk
menjelaskan sebuah tema guna dapat menjelaskan suatu hal untuk menjadi lebih
menarik dan lebih mudah untuk dipahami dan menjadi metode pembelajaran yang
cukup berbeda dengan menggunakan buku. Sebagai sekolah yang ingin
meningkatkan kualitas pendidikan di daerahnya, SD Negeri 2 Waluyo Jati mulai
melakukan penerapan dalam memanfaatkan teknologi multimedia guna
memberikan metode pembelajaran bagi siswa dan siswinya. Salah satu mata
pelajaran yang menjadi acuan dalam melakukan penelitian adalah dengan
membuat video motion graphic media pembelajaran untuk Tata Surya dengan
menjelaskan planet dalam dan luar. Untuk melakukan penelitian tersebut maka
digunakanlah metode Multimedia Development Life Cycle (MDLC) yang terbagi
atas Concept, Design, Material Collecting, Assembly, Testing, dan Distribution.
Pada pemanfaatan motion graphic akan menggunakan penyeleksian, pebuatan
bumper, transisi, effect, voice over dan audio yang akan menjadi sebuah produk
multimedia utuh. Pada penggunaan media pembelajaran motion graphic ini tidak
hanya sekedar memberikan bantuan untuk guru untuk menjelaskan materi, akan
tetapi juga mengajak siswa untuk dapat memahami materi lebih dalam lagi.","2023-07-06","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
"23361","25","archive","12",,,"disk0/00/02/33/61","2024-01-08 03:14:22","2024-01-08 03:14:22","2024-01-08 03:14:22","thesis",,,"show",,,,"","","","","","","","","","",,,,"Valmay","Haflita Azari","","","19.11.3143","","Purwanto","Ibnu Hadi","","","Universitas AMIKOM Yogyakarta","ERANCANGAN MEDIA PEMBELAJARAN TENTANG GO
GREEN UNTUK SD NEGERI 1 MINOMARTANI
MENGGUNAKAN TEKNIK MOTION GRAPHIC","pub","696","if","restricted",,,"Perancangan, Go Green, Media, Pembelajaran, Motion Graphic.",,"Sekolah sebagai institusi pendidikan harus memfaslitasi siswa dalam proses
pembelajaran. Sekolah yang bersih, indah, dan sehat akan mendorong siswa dalam
mencapai prestasi di sekolah. Lingkungan sekolah yang asri dan bersih akan
menciptakan pembelajaran yang efektif dan menyenangkan baik siswa maupun
guru. Rendahnya kepedulian siswa terhadap lingkungan hidup menjadi salah satu
permasalahan yang harus diatasi. Kepedulian yang ditanamkan kepada siswa tidak
lepas dari peran guru dalam mengembangkan sikap tanggung jawab kepada siswa.
Melihat permasalahan tersebut, guru sebagai peran orang tua di sekolah perlu
mengedukasi siswa melalui cara yang sederhana dan tidak membosankan bagi
siswa sekolah dasar contohnya menerapkan go green menerapkan metode motion
graphic dengan tema menanam pohon di lingkungan sekolah. Metode yang
digunakan dalam penelitian ini adalah metode pengembangan media pembelajaran
yang terdiri dari tahap analisis, perancangan, dan evaluasi. Pada tahap analisis,
dilakukan identifikasi kebutuhan siswa dan materi pembelajaran yang relevan
dengan konsep go green. Selanjutnya, dilakukan perancangan media pembelajaran
menggunakan teknik motion graphic, di mana elemen-elemen desain seperti
gambar, teks, dan animasi digabungkan untuk menyampaikan informasi secara
menarik dan interaktif. Hasil penelitian ini adalah sebuah media pembelajaran
tentang go green menggunakan teknik motion graphic yang sesuai dengan
kebutuhan dan karakteristik siswa SD Negeri 1 Minomartani. Evaluasi awal
terhadap media pembelajaran ini menunjukkan respons positif dari siswa, dengan
peningkatan pemahaman konsep go green setelah menggunakan media ini. Hasil
koresponden media pembelajaran ini mendapat rata-rata kuisioner 89,721% dan
96% dari kuisioner ahli multimedia.","2023-09-20","published",,,,,,,,,,,,,,,"Universitas AMIKOM Yogyakarta","Fakultas Ilmu Komputer","bachelor","skripsi",,,,,,,,,"",,"","",,"","",,,,,,,,"","",,,,
